filename,Descriptors__MaxAbsEStateIndex,Descriptors__MinAbsEStateIndex,Descriptors__MinEStateIndex,Descriptors__qed,Descriptors__SPS,Descriptors__MaxPartialCharge,Descriptors__MinPartialCharge,Descriptors__BCUT2D_MWHI,Descriptors__BCUT2D_LOGPLOW,Descriptors__BCUT2D_MRLOW,Descriptors__AvgIpc,Descriptors__BalabanJ,Descriptors__BertzCT,Descriptors__Chi4v,Descriptors__Ipc,Descriptors__Kappa2,Descriptors__PEOE_VSA6,Descriptors__PEOE_VSA7,Descriptors__PEOE_VSA9,Descriptors__SMR_VSA10,Descriptors__SMR_VSA2,Descriptors__SMR_VSA6,Descriptors__SMR_VSA7,Descriptors__SlogP_VSA1,Descriptors__SlogP_VSA12,Descriptors__SlogP_VSA3,Descriptors__SlogP_VSA6,Descriptors__EState_VSA10,Descriptors__EState_VSA8,Descriptors__VSA_EState10,Descriptors__VSA_EState5,Descriptors__VSA_EState6,Descriptors__VSA_EState8,Descriptors__FractionCSP3,Descriptors__NHOHCount,Descriptors__fr_Al_COO,Descriptors__fr_C_O_noCOO,Descriptors3D__Eccentricity,Descriptors3D__InertialShapeFactor,Descriptors3D__NPR2,Descriptors3D__PMI1,Descriptors3D__PMI2,Descriptors3D__SpherocityIndex
TDOH,8.101498724,3.495008329,-5.029531014,0.392837439,51.0,0.213352584,-0.368209655,16.47359278,-2.022784752,-0.046552855,2.852683824,7.566041025,1093.381926,0.363531036,250263589.9,12.98702413,70.58114113,12.7458498,1.370758556,0.0,2.862399314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21761638,0.0,0.0,0.0,-4.073432334,1.0,2,0,0,0.999856181,0.007565815,0.991805086,131.0903145,7666.37675,0.046083998
TDOL,8.03668391,3.423003121,-4.926377079,0.493255957,53.42857143,0.210036535,-0.396376569,16.24992823,-1.840295806,0.281987603,2.760297728,7.429058119,982.2532608,0.306765518,42209724.81,12.96,70.58114113,6.372924901,2.741517112,0.0,1.431199657,6.558985243,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-8.103883163,1.0,1,0,0,0.999875852,0.01134944,0.992184944,87.42148842,5504.773427,0.052721335
TDPA,12.41258439,3.382974721,-6.101530471,0.373231866,48.33333333,0.325061927,-0.324422009,31.19088945,-1.880621557,0.370303025,2.896662004,7.674820854,1252.285865,0.601748508,839307155.2,12.19752231,76.95406603,6.372924901,0.0,7.595762327,2.862399314,6.114013306,0.0,0.0,7.595762327,4.565048285,0.0,4.565048285,9.791384798,0.0,0.0,0.0,-4.104817437,1.0,2,0,0,0.999819105,0.004587569,0.994696185,216.8242553,11339.39205,0.042555524
TEG,7.325403912,3.40810914,-3.881113946,0.457137623,39.2,0.21015563,-0.393980325,16.52900932,-2.085583297,0.022200782,2.349734538,5.54651275,394.9806037,0.13436437,32118.5214,8.84,0.0,0.0,55.80301413,0.0,2.862399314,39.35391146,0.0,0.0,0.0,9.473725908,0.0,0.0,19.69134229,0.0,0.0,0.0,-22.26032951,1.0,2,0,0,0.999669004,0.020541789,0.985344551,47.96780523,1837.163022,0.09603254
TELA,7.633333333,0.95375,-4.056041667,0.419530358,41.1,0.210103351,-0.395044542,16.25916501,-2.318098886,0.136139935,2.449198215,6.778712722,399.6146218,0.220783189,57007.53766,6.953122172,0.0,0.0,27.90150707,0.0,4.293598972,39.16753478,0.0,0.0,0.0,0.0,0.0,0.0,15.32642457,0.0,0.0,0.0,-23.61480867,1.0,3,0,0,0.882280216,0.001577987,0.677201473,429.1551728,617.3982275,0.389652182
TFA,10.8549537,2.502314815,-5.039930556,0.501116333,12.71428571,0.490240318,-0.474581172,19.41347752,-2.205506156,-0.192461792,1.620335266,3.823378455,97.94677017,0.0,35.64737585,1.399087407,0.0,0.0,0.0,5.969305288,1.431199657,0.0,0.0,0.0,0.0,4.794537184,0.0,17.96578233,5.108808191,0.0,-2.502314815,0.0,0.0,0.5,1,1,0,0.842126187,0.006180054,0.829908793,134.2882799,206.6587225,0.317268157
TGA,10.13902778,0.051435185,-2.414930556,0.446626641,20.8,0.312684272,-0.480629757,32.11686638,-1.922717118,-0.133401526,1.861283857,3.970539117,115.1352628,0.0,72.59007043,2.081780105,0.0,0.0,5.704956885,18.50200133,2.55499883,5.704956885,0.0,0.0,12.53269604,4.794537184,0.0,4.794537184,5.108808191,-0.051435185,-1.358796296,0.0,0.0,0.5,1,1,0,0.979074294,0.015940222,0.851838609,53.43956987,223.6913382,0.378404861
TGY,7.575140542,3.582802396,-4.294102891,0.445245331,41.86666667,0.070114395,-0.382297726,16.55638372,-2.120302557,-0.003798443,2.453961166,6.010408749,717.7016232,0.243213221,3925297.386,13.8,0.0,0.0,82.62857018,0.0,0.0,66.54778686,0.0,0.0,0.0,23.68431477,0.0,0.0,23.68431477,0.0,0.0,0.0,-33.26243728,1.0,0,0,0,0.999918624,0.013029758,0.992838072,76.19773794,5930.174384,0.042486642
THF,7.098958333,2.958333333,-3.010416667,0.410937601,88.0,0.056655979,-0.381449382,16.47808085,-1.743026703,0.197833493,1.882701644,3.243659159,208.2985258,0.127577591,333.2381909,1.410312175,0.0,12.7458498,5.483034225,0.0,0.0,13.11797049,0.0,0.0,0.0,4.736862954,0.0,0.0,4.736862954,0.0,0.0,0.0,-5.916666667,1.0,0,0,0,0.825551705,0.007982068,0.572504734,71.72385704,72.76328287,0.506011535
THPC,7.52679784,3.570131173,-7.057407407,0.450514431,39.1,0.0,0.0,0.0,0.0,0.0,2.445286751,7.337176915,342.4206616,0.335410197,18452.13382,3.304324357,0.0,0.0,0.0,17.19688507,5.724798629,25.20029459,0.0,0.0,17.19688507,0.0,0.0,0.0,20.43523276,5.815493827,-7.057407407,0.0,0.0,1.0,4,0,0,0.833619551,0.002230808,0.985026999,441.5561682,787.4596853,0.796166539
TMNO,11.41666667,3.1875,-3.670138889,0.297544751,46.2,0.088942761,-0.63336035,16.53577222,-2.245139975,-0.817828274,1.77318472,5.542725538,173.5285314,0.0,312.0805106,0.953692476,0.0,0.0,33.26430771,0.0,0.0,20.9274807,5.207253025,0.0,0.0,0.0,0.0,5.207253025,0.0,0.0,0.0,0.0,-11.01041667,1.0,0,0,0,0.324600382,0.009477647,0.94618243,99.833053,99.86800828,0.526945596
TOA,8.834370447,2.271341766,-6.047853994,0.187258909,55.32,0.043056888,-0.303337613,15.10878979,-2.269774119,0.253771941,3.14075468,9.707205288,1846.694555,0.710410197,28914500000000.0,22.00173623,116.1495499,38.60935376,0.0,0.0,0.0,19.49057905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.29870249,1.0,0,0,0,0.940865567,0.000152732,0.693999266,4543.900268,9308.288934,0.078124932
TOAB,8.834370447,2.188196807,-6.047853994,0.073128288,54.05882353,0.043056888,-0.303337613,79.91873,-2.269774176,0.253771941,0.675016914,0.0,2636.960371,0.95815776,1.98e+27,35.6010564,170.7960104,44.98227866,0.0,15.9299439,0.0,24.77277198,0.0,0.0,15.9299439,0.0,0.0,0.0,15.9299439,2.188196807,0.0,0.0,-35.05297899,1.0,0,0,0,0.882628795,5.97e-05,0.628421665,10522.87593,14067.67962,0.105118057
TOP,8.937251105,4.373615652,-6.389776563,0.139267505,55.32,0.031556412,-0.106732584,31.13136974,-1.970738067,0.617403999,3.14075468,9.707205288,1846.694555,1.38123059,28914500000000.0,22.47093328,116.1495499,37.46081462,0.0,7.921588092,0.0,18.34203992,0.0,0.0,7.921588092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.12084695,1.0,0,0,0,0.796805228,0.000192649,0.865633826,4493.327309,6437.177843,0.614946371
TOPO,16.13224424,4.427800608,-9.132733765,0.141708721,54.07692308,0.087719231,-0.323555786,31.16408545,-2.017227184,0.555264629,3.16827256,9.942242208,1960.351438,1.586626549,44452300000000.0,19.97693222,116.1495499,19.1187747,7.141892734,7.141892734,0.0,18.34203992,0.0,0.0,7.141892734,4.565048285,0.0,0.0,0.0,0.0,0.0,0.0,-13.28340182,1.0,0,0,0,0.777642097,0.000164683,0.816637114,4958.843937,6441.115782,0.606504954
TPP,13.88267857,0.846983591,-5.61481198,0.574213569,19.91304348,0.646578429,-0.385930559,31.2049271,-2.069709331,0.298236042,2.890122783,2.309042405,1277.131305,2.300320715,91327879.94,7.033331574,54.38176837,36.25451225,20.56137834,7.822697123,0.0,0.0,90.63628061,13.57124149,7.822697123,4.565048285,90.63628061,4.565048285,0.0,0.0,-3.335925296,-14.35364348,0.0,0.0,0,0,0,0.923693549,0.000476882,0.710353858,1489.57933,2761.784627,0.155182396
TPPe,8.382756992,0.515684051,-2.80037037,0.634211574,21.63157895,0.062967242,-0.062222468,31.13152382,-2.196167023,1.735709509,2.807977345,2.679042576,1114.674848,3.078076475,16134637.82,5.820136912,90.63628061,23.83520778,20.56137834,23.83520778,0.0,0.0,90.63628061,15.91361969,7.921588092,0.0,90.63628061,0.0,0.0,0.0,0.0,-11.47567649,0.0,0.0,0,0,0,0.816507098,0.000420681,0.593483548,1410.768845,1450.228249,0.281507803
TTA,6.578703704,0.081018519,-2.487268519,0.418756571,26.5,0.156705023,-0.39355196,32.09203766,-1.979210147,1.733838819,1.61517131,4.055701378,116.6166274,0.0,50.07031062,1.236020761,12.21787344,6.851892117,4.988502102,17.20637554,0.0,0.0,0.0,5.719716976,12.21787344,0.0,0.0,0.0,12.21787344,4.203703704,0.0,0.0,-2.487268519,0.5,2,0,0,0.938078908,0.012793629,0.674370153,52.71140602,102.6119428,0.178467506
YbAc3,8.239454733,2.783487654,-8.239454733,0.593055846,96.92307692,0.0,0.0,0.0,0.0,0.0,3.00899513,1.803980016,767.5667202,29.29483681,52377.57823,0.533225518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.825721588,0.0,0.0,0.0,-8.239454733,0.0,0.0,-9.427983539,1.0,0,0,0,0.826147888,0.00061414,0.577546026,940.414824,963.9357955,0.108318284
decyne,7.764214853,1.244443093,-4.306326176,0.389723327,46.4,0.123824757,-0.120109316,13.92241554,-1.765681662,0.613692121,2.440576009,6.745528896,639.5030309,0.1875,148687.2122,8.56,38.71651662,6.372924901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37309323,0.0,-3.794681818,0.8,0,0,0,0.999557345,0.017598744,0.9837426,55.8984548,1848.338901,0.093255052
diglyme,7.267155612,3.401654974,-3.80917517,0.488753519,42.22222222,0.070097235,-0.382297726,16.53536634,-2.060474443,0.038520036,2.051549788,5.41357427,369.7161166,0.108848851,12719.60868,7.88,0.0,0.0,45.42656076,0.0,0.0,40.31184589,0.0,0.0,0.0,14.21058886,0.0,0.0,14.21058886,0.0,0.0,0.0,-15.05949617,1.0,0,0,0,0.999414212,0.021599643,0.980723771,45.4046296,1301.143937,0.099470625
ethanol,6.520833333,2.854166667,-2.880208333,0.406807966,44.0,0.210022307,-0.396663715,16.24899133,-1.568363547,0.318405613,1.636452798,4.144726367,93.72120768,0.0,49.09358393,1.96,0.0,6.851892117,2.741517112,0.0,1.431199657,6.558985243,0.0,0.0,0.0,0.0,0.0,0.0,5.108808191,0.0,0.0,0.0,-5.734375,1.0,1,0,0,0.971954663,0.059720591,0.883477722,14.79351935,55.57613115,0.480699505
fructose,7.9575,3.61596301,-3.886458333,0.290178193,87.0,0.218264691,-0.39065918,16.65726285,-2.620380417,-0.330808752,2.550649744,3.908905543,480.9546635,0.5306707,75101.33105,3.249570652,0.0,0.0,22.71328038,0.0,7.155998286,13.11797049,0.0,0.0,0.0,4.736862954,0.0,0.0,30.28090391,0.0,-3.848333333,0.0,-7.493405612,1.0,5,0,0,0.931081794,0.002615199,0.835142825,319.3419484,731.0539184,0.37961664
luminol,11.91683485,0.103395692,-1.225833333,0.486341158,17.69230769,0.27210343,-0.398059106,16.14757074,-2.192483017,0.976802564,2.38859484,3.323410518,841.0403289,0.955797359,20933.64518,2.478921037,6.042418708,12.08483742,14.8847241,16.4598347,0.0,5.719716976,38.83486428,16.83825077,0.0,0.0,27.71633049,9.589074368,0.0,0.0,0.0,-2.234017385,0.0,0.0,4,0,0,0.898046491,0.001261478,0.560122582,444.020723,565.3687635,4.24e-05
t-DT,8.144962325,1.003824004,-4.819009826,0.422598361,53.23076923,0.102788301,-0.17308263,32.11712418,-2.086251768,0.538082624,2.636072392,7.557225698,868.0847644,0.326546554,10840457.58,7.726003108,65.16615066,6.372924901,0.0,12.53269604,1.123799173,0.0,0.0,0.0,12.53269604,0.0,0.0,0.0,0.0,-1.003824004,0.0,0.0,-12.23756646,1.0,0,0,0,0.998874534,0.005193496,0.987579674,190.1570038,3959.364695,0.123761891
(NEt2)3P,8.280034486,1.337685185,-5.574737654,0.579123984,50.25,0.119656059,-0.257883362,31.15013873,-2.372615808,0.351564478,2.670979949,9.617338461,840.8165215,1.693821493,155271062.4,9.351424451,41.1113527,0.0,0.0,8.373766405,0.0,38.98115811,0.0,0.0,8.373766405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.5791673,1.0,0,0,0,0.717175147,0.000662491,0.750348923,1132.61832,1219.497077,0.600726095
(NH4)2S,6.547916667,0.386574074,-1.766203704,0.470910525,46.66666667,2.081140756,-0.765055341,32.06700011,-0.4816,2.133,1.553673985,3.436534825,96.24091566,0.0,100.988809,50.22336077,0.0,0.0,0.0,13.30350713,2.218006373,0.0,0.0,12.24529069,13.30350713,0.0,0.0,0.0,0.0,0.386574074,0.0,0.0,0.0,0.0,8,0,0,0.944346985,0.006181806,0.686731987,111.0892164,231.9145239,0.102519041
(NMe2)3As,7.4275,0.565,-5.302083333,0.585896733,46.8,0.0,0.0,0.0,0.0,0.0,2.13248906,7.297741445,400.3021753,1.394274005,88438.58628,4.344030292,0.0,0.0,0.0,15.32831065,0.0,41.8549614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.302083333,0.0,0.0,-22.44791667,1.0,0,0,0,0.725588176,0.00138267,0.690989125,499.7499444,501.8269468,0.447319354
(TMEDA)Mn(SCOC6H5)2,9.154055296,0.553588462,-9.154055296,0.521913104,34.22222222,0.0,0.0,0.0,0.0,0.0,3.030215317,2.292590944,85658.82499,17.59790701,20850053437.0,4.904006902,0.0,0.0,0.0,30.59059175,0.0,40.89702697,71.55109006,0.0,0.0,29.947099,60.42418708,0.0,0.0,0.0,0.0,-10.80141207,-27.98525447,0.3,0,0,2,0.867870451,0.0002582,0.713055597,2761.645467,3963.856875,0.351832726
(TMEDA)Ni(SCOC6H5)2,9.140779216,0.584838462,-8.522829034,0.51792264,34.22222222,0.0,0.0,0.0,0.0,0.0,3.030215317,2.292590944,85658.82499,14.8881526,20850053437.0,4.892974719,0.0,0.0,0.0,30.79230898,0.0,40.89702697,71.55109006,0.0,0.0,29.77122162,60.42418708,0.0,0.0,0.0,0.0,-10.840403,-28.06858781,0.3,0,0,2,0.858164169,0.000240217,0.702013194,2922.411657,3996.240782,0.361973254
(TMS)2PH,8.344521605,3.947466564,-6.255246914,0.449282451,54.11111111,0.06460474,-0.144622897,31.57416082,-2.243048066,1.843970111,2.140502205,7.830430023,431.8360749,6.792056482,84387.15893,2.851786637,38.85099763,0.0,15.48257926,23.10421846,1.278554563,0.0,0.0,0.0,7.621639207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.68479938,1.0,0,0,0,0.93217486,0.002748643,0.974664935,354.5985558,954.7149924,0.522759332
(TMS)2S,7.567283951,0.770833333,-5.966666667,0.584231091,52.0,0.100565531,-0.206413872,32.53237623,-2.270482659,1.852718773,2.163206107,7.454278915,404.9182522,6.200270911,58146.98016,2.801073727,38.85099763,0.0,0.0,25.10715351,0.0,0.0,0.0,0.0,10.66051565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.78472222,1.0,0,0,0,0.924458668,0.002827479,0.976815596,345.4722218,885.073025,0.526581099
(TMS)2Se,7.603742284,2.690972222,-5.820833333,0.632913149,52.0,0.0,0.0,0.0,0.0,0.0,2.163206107,7.454278915,404.9182522,10.73918424,58146.98016,2.908833871,0.0,0.0,0.0,27.03692156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.690972222,0.0,0.0,-34.0375,1.0,0,0,0,0.916371594,0.002190843,0.911563225,416.0788312,947.4267563,0.506697639
(TMS)2Te,7.620617284,3.579722222,-5.753333333,0.677984185,52.0,0.0,0.0,0.0,0.0,0.0,2.163206107,7.454278915,404.9182522,13.86422724,58146.98016,3.083080646,0.0,0.0,0.0,30.5918513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.579722222,0.0,0.0,-22.21583333,1.0,0,0,0,0.903484975,0.001641774,0.842395851,513.1009283,1008.43249,0.470095924
(TMS)3As,8.119714506,4.579861111,-7.35,0.695820373,54.69230769,0.0,0.0,0.0,0.0,0.0,2.410573943,10.10105659,666.9562897,35.29256074,9192424.821,3.991884992,0.0,0.0,0.0,32.29452975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.880208333,0.0,0.0,-63.26875,1.0,0,0,0,0.750267433,0.000560601,0.664728036,1185.740743,1192.185793,0.47511495
(TMS)3N,8.041589506,1.333333333,-7.6625,0.670544973,54.69230769,0.105360034,-0.368737161,28.4783782,-2.682262014,0.899875801,2.410573943,10.10105659,666.9562897,6.792056482,9192424.821,3.640112745,58.27649644,0.0,0.0,24.70638263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.46875,1.0,0,0,0,0.734463764,0.000732855,0.679182176,926.7617744,927.4913747,0.592497936
(TMS)3P,8.099459877,4.615869342,-7.431018519,0.489760344,54.69230769,0.063985517,-0.140162344,31.81374829,-2.426284235,1.806396454,2.410573943,10.10105659,666.9562897,20.37616944,9192424.821,3.915490543,58.27649644,0.0,23.22386888,29.78923134,0.0,0.0,0.0,0.0,6.56536246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.9849537,1.0,0,0,0,0.764149665,0.000582993,0.646974503,1109.746958,1113.076894,0.484936788
(TMSO)3P,7.746064894,4.272689043,-6.796267427,0.522100877,46.6875,0.299723448,-0.355766689,31.17641968,-2.321925236,0.383380696,2.567042432,8.465248044,724.0987179,4.528037654,40712553.66,5.733762314,0.0,58.27649644,0.0,33.55457224,0.0,0.0,0.0,0.0,8.602392481,12.6386677,0.0,0.0,0.0,0.0,0.0,0.0,-38.45420139,1.0,0,0,0,0.809824804,0.000352979,0.592159733,1677.605759,1693.298703,0.367194304
AD,7.581875,0.448348765,-3.649351852,0.343234704,41.11111111,0.438947059,-0.319227361,32.18569594,-2.528502079,-0.137584815,2.220225623,6.326944836,421.5546541,0.424286616,16711.63826,5.022306238,0.0,13.70378423,0.0,28.39023739,1.123799173,12.99371937,0.0,5.118047985,12.21787344,11.85182986,0.0,0.0,12.21787344,1.815570988,0.0,0.0,-14.40663738,0.8,3,0,0,0.943548366,0.002095668,0.7431018,354.5894795,795.4964078,0.164503274
Ag(S2CNEt2),7.522430556,0.0475,-3.279652778,0.414132495,31.77777778,0.0,0.0,0.0,0.0,0.0,2.124592308,5.952570114,1748.047414,0.790316339,3618.180701,5.741683694,0.0,0.0,0.0,25.76550507,0.0,12.99371937,0.0,0.0,12.21787344,28.96722871,0.0,0.0,31.95800461,7.457579101,0.0,0.0,-13.11019815,0.8,0,0,0,0.968674123,0.002247499,0.811837817,361.218393,1180.865941,0.308039124
AgAc,10.00111111,1.253425926,-2.649930556,0.414175389,18.4,0.0,0.0,0.0,0.0,0.0,1.620335266,3.823378455,1399.239853,0.0,35.64737585,2.447774778,0.0,0.0,0.0,5.969305288,0.0,0.0,0.0,3.244982951,0.0,26.25790711,0.0,4.794537184,24.70835288,2.257056481,-1.253425926,0.0,-2.649930556,0.5,0,1,1,0.993315431,0.020306958,0.893029143,43.97650987,340.221429,0.185757306
AgMA,11.78800804,2.025219682,-4.965300381,0.396684351,44.94117647,0.0,0.0,0.0,0.0,0.0,2.804983937,7.490740027,2700.90277,0.454558421,104412783.8,14.27194907,19.59774192,0.0,0.0,5.969305288,0.0,0.0,0.0,3.244982951,0.0,26.25790711,0.0,4.794537184,3.244982951,2.025219682,-2.224233253,0.0,-4.051048636,0.928571429,0,1,1,0.999835373,0.00389432,0.990849615,254.4345645,13894.29484,0.050275404
AgTFA,10.9445537,1.897056481,-4.899930556,0.496626166,11.0,0.0,0.0,0.0,0.0,0.0,1.620335266,3.823378455,1399.239853,0.206430706,35.64737585,2.520180781,0.0,0.0,0.0,5.969305288,0.0,0.0,0.0,3.244982951,0.0,26.25790711,0.0,17.96578233,3.244982951,1.897056481,-2.253425926,0.0,0.0,0.5,0,1,1,0.991109352,0.007247627,0.959388839,132.3728149,954.5071847,0.258317763
Al(acac)3,9.565462963,1.640106765,-9.565462963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.754799658,2.896712023,79015.15193,6.252331968,181915223.0,4.901958883,0.0,0.0,0.0,30.28764184,0.0,0.0,35.43370985,0.0,0.0,21.79512317,35.43370985,0.0,0.0,-9.565462963,-11.27979497,-4.920320295,-22.89405471,0.4,0,0,3,0.666968162,0.000403686,0.753185377,1865.768854,1886.049944,0.654976183
Al-DIBU,7.957638889,3.907954223,-5.16787037,0.0,69.33333333,0.0,0.0,0.0,0.0,0.0,2.385287221,6.930716742,8676.116213,0.541265877,114188.4698,5.327684662,0.0,0.0,0.0,15.08314557,0.939085937,0.0,10.46979412,0.0,0.0,0.0,0.0,0.0,0.0,-5.16787037,-8.132179075,0.0,-15.63181689,1.0,0,0,0,0.950994384,0.003216182,0.883818413,274.803567,785.4788162,0.388448586
BB,10.95155707,0.337037037,-0.713425926,0.612692693,16.77777778,0.227520655,-0.28105503,79.91873164,-1.834728878,0.109149744,2.11206606,3.682463306,388.0265608,0.546526163,971.5503878,2.780922204,30.21209354,15.9299439,6.853792781,20.62245687,0.0,0.0,35.77554503,0.0,15.9299439,0.0,30.21209354,4.794537184,15.9299439,2.57023904,0.0,-2.489953704,0.0,0.0,0,0,1,0.982376556,0.00441986,0.813087449,183.9622771,800.2534767,4.38e-10
BC,10.8003225,0.488271605,-1.053703704,0.546113087,16.77777778,0.251885189,-0.275615022,35.49571252,-1.842690223,0.107660039,2.11206606,3.682463306,388.0265608,0.442767714,971.5503878,2.646097475,30.21209354,11.60093989,6.853792781,16.84336666,0.0,0.0,35.77554503,0.0,11.60093989,0.0,30.21209354,4.794537184,0.0,5.103217435,0.0,-2.806790123,0.0,0.0,0,0,1,0.973171637,0.004700669,0.769919658,163.7893897,548.0897216,4.6e-10
BI,11.02155707,0.267037037,-0.555925926,0.535704277,16.77777778,0.221892134,-0.282199495,126.9127044,-1.832842952,0.110147532,2.11206606,3.682463306,388.0265608,0.617963882,971.5503878,2.96088757,30.21209354,0.0,6.853792781,26.38084635,0.0,0.0,35.77554503,0.0,22.59087063,0.0,30.21209354,4.794537184,0.0,1.397831897,0.0,-2.343303704,0.0,0.0,0,0,1,0.987530148,0.004326562,0.842569994,194.7435337,1042.273081,2.95e-10
BLA,7.478449074,0.332428193,-2.784259259,0.571943175,27.375,0.118713007,-0.326497507,14.51506296,-1.935706558,1.071449935,2.230781029,3.664540481,426.1429707,0.305901699,3368.479354,2.478228729,30.21209354,5.563451492,6.853792781,0.0,0.0,0.0,35.77554503,5.719716976,0.0,6.496859684,30.21209354,0.0,0.0,0.0,0.0,-3.504156274,-2.784259259,0.142857143,2,0,0,0.969649874,0.007503931,0.794870094,105.9271603,344.3727056,0.126967235
BaTFA,11.74731304,1.707971151,-5.227947531,0.366981902,13.2,0.0,0.0,0.0,0.0,0.0,1.70846366,2.094988049,32501.96334,11.41818922,732.93091,3.060422974,0.0,0.0,0.0,54.0867481,0.0,0.0,0.0,0.113688922,0.0,-0.5102915,0.0,26.34249029,-0.396602578,-5.227947531,-3.415942303,0.0,0.0,0.5,0,2,2,0.994472949,0.002431629,0.984436232,404.8464212,3795.920446,0.090772615
Bi(S2CNEt2)3,8.199075124,0.070869237,-5.155918997,0.246197034,34.92,0.0,0.0,0.0,0.0,0.0,2.829464009,8.121766549,17333.1905,38.06995763,8653234200.0,15.51719664,0.0,0.0,0.0,92.52828177,0.0,38.98115811,0.0,0.0,36.65362033,25.55454132,0.0,0.0,0.0,10.19411171,0.0,0.0,-47.39342011,0.8,0,0,0,0.782229267,0.000129534,0.628739822,4853.860894,4898.653838,0.314800347
Bi-ND,15.07212826,4.02665503,-8.795868305,0.150444415,44.18918919,0.0,0.0,0.0,0.0,0.0,0.687719035,10.61224053,19136.78885,4.79058259,4.3e+23,18.55701244,0.0,0.0,0.0,40.97972075,0.0,0.0,0.0,8.43953224,0.0,14.38361155,0.0,0.0,8.43953224,-8.795868305,-12.07996509,0.0,-47.10600012,0.9,0,3,3,0.891036336,8.13e-05,0.68120964,8382.184302,12579.03148,0.105419143
BiAc3,11.13969388,1.914850508,-5.066072531,0.396960121,22.38461538,0.0,0.0,0.0,0.0,0.0,2.239044325,5.123440708,16012.46029,2.272647255,15135.93964,5.856710289,0.0,0.0,0.0,40.97972075,0.0,0.0,0.0,8.43953224,0.0,14.38361155,0.0,14.38361155,8.43953224,-5.066072531,-5.744551524,0.0,-9.897727466,0.5,0,3,3,0.77430356,0.000698535,0.638599858,914.1992787,922.5573543,0.150718104
CaAc2,10.6259812,1.485331633,-2.919007818,0.355790348,21.33333333,0.0,0.0,0.0,0.0,0.0,1.997929062,3.924113467,6721.715834,0.562807505,805.165412,5.02206838,0.0,0.0,0.0,46.89883523,0.0,0.0,0.0,2.889210633,0.0,9.589074368,0.0,9.589074368,2.889210633,-2.692453704,-2.970663265,0.0,-5.838015637,0.5,0,2,2,0.996189078,0.011333577,0.988016223,87.17602521,987.5185075,0.081805447
CaTFA,11.74342415,1.718773621,-4.976412037,0.38408228,16.4,0.0,0.0,0.0,0.0,0.0,1.70846366,2.094988049,32501.96334,4.572658453,732.93091,2.916276674,0.0,0.0,0.0,44.12082538,0.0,0.0,0.0,2.889210633,0.0,2.265230211,0.0,26.34249029,5.154440844,-4.976412037,-3.437547241,0.0,0.0,0.5,0,2,2,0.99536301,0.003152238,0.9910351,314.3909885,3239.142581,0.104059961
Cd(ODPOA),12.23675263,1.170710084,-6.200699704,0.142851911,49.08695652,0.0,0.0,0.0,0.0,0.0,3.017767431,7.941108128,3345.483314,1.376267561,59898616946.0,17.88102842,51.46236643,0.0,0.0,7.595762327,0.0,6.114013306,0.0,4.893411603,7.595762327,33.2589186,0.0,9.458459888,2.474008033,-1.170710084,0.0,0.0,-4.173276911,1.0,0,0,0,0.999939845,0.002783324,0.997377565,358.3404446,32584.58686,0.030580015
Cd(acac)2,11.62503977,1.339819106,-3.569048942,0.451653265,30.93333333,0.0,0.0,0.0,0.0,0.0,2.474203405,5.891044443,7403.329518,1.678563426,304534.8519,7.610014545,0.0,0.0,0.0,11.56648989,0.0,0.0,23.62247324,0.0,0.0,40.10426109,23.62247324,9.589074368,0.0,-3.569048942,-6.34582289,-2.982633115,-13.1984399,0.4,0,0,2,0.95184901,0.001562009,0.99022054,633.9402973,2047.644546,0.419210403
Cd-PROA,11.23864902,1.763384354,-3.314887037,0.554033904,27.63636364,0.0,0.0,0.0,0.0,0.0,2.247003233,4.601675443,6967.661106,1.399798592,9951.977317,6.564682561,0.0,0.0,0.0,11.93861058,0.0,0.0,0.0,5.374247651,0.0,34.73001344,0.0,9.589074368,5.374247651,-3.314887037,-3.526768707,0.0,-6.568938747,0.666666667,0,2,2,0.997220435,0.007727287,0.987426542,127.7843801,1693.484064,0.079438226
